product_id,product_name,gender,category,pattern,color,age_group,season,price,material,average_rating,brand
1001,Biker Jacket,Male,Shirt,Geometric,White,25-35,Spring,70.36,Synthetic,4.9,ZARA
1002,Business Shirt,Male,Jacket,Polka Dots,Beige,18-24,Summer,91.59,Wool,3.5,ZARA
1003,Wool Jacket,Female,Dress,Geometric,Brown,18-24,All,129.52,Wool,4.3,ZARA
1004,Summer Dress,Male,Shorts,Plain,White,25-35,All,116.01,Cotton,4.6,ZARA
1005,Casual Jeans,Male,Shirt,Plain,Beige,35-45,Winter,125.48,Viscose,3.6,ZARA
1006,Business Shirt,Female,Shirt,Plain,Brown,35-45,Spring,23.9,Denim,4.7,ZARA
1007,Casual Jeans,Female,Blouse,Plain,Beige,25-35,All,27.95,Denim,4.0,ZARA
1008,Heels,Male,Shoes,Geometric,Beige,25-35,Autumn,87.09,Viscose,3.2,ZARA
1009,Beach Shirt,Female,Shirt,Polka Dots,Brown,35-45,All,97.1,Denim,3.5,ZARA
1010,Pattern Skirt,Female,Jeans,Plain,Brown,35-45,Summer,42.82,Synthetic,4.1,ZARA
1011,Business Shirt,Female,Dress,Plain,Beige,25-35,All,85.52,Synthetic,3.7,ZARA
1012,Blouse,Female,Jacket,Plain,White,18-24,Spring,36.11,Cotton,4.6,ZARA
1013,Chino Shorts,Female,Jeans,Heart,Red,25-35,Autumn,112.16,Leather,4.4,ZARA
1014,Pattern Skirt,Female,Jeans,Heart,Pink,18-24,Winter,91.96,Leather,4.0,ZARA
1015,Blouse,Female,Shorts,Plain,Red,35-45,Spring,41.31,Denim,3.7,ZARA
1016,Blouse,Female,Jeans,Polka Dots,Pink,35-45,All,140.63,Synthetic,4.6,ZARA
1017,Pattern Skirt,Male,Shorts,Heart,White,18-24,Winter,76.42,Synthetic,3.0,ZARA
1018,Summer Dress,Male,Skirt,Plain,Pink,18-24,Summer,113.35,Cotton Blend,3.3,ZARA
1019,Casual Jeans,Female,Shorts,Heart,Pink,18-24,Summer,90.37,Viscose,4.8,ZARA
1020,Pattern Skirt,Female,Skirt,Polka Dots,White,35-45,Spring,74.13,Synthetic,3.8,ZARA
1021,Blouse,Male,Skirt,Plain,Pink,35-45,All,25.48,Cotton,3.6,ZARA
1022,Blouse,Male,Jeans,Polka Dots,White,18-24,Summer,147.52,Cotton,3.9,ZARA
1023,Heels,Male,Shoes,Geometric,White,25-35,Autumn,137.01,Synthetic,4.2,ZARA
1024,Pattern Skirt,Male,Shoes,Geometric,Beige,18-24,Summer,87.58,Wool,4.8,ZARA
1025,Blouse,Female,Dress,Polka Dots,Beige,25-35,Winter,67.56,Cotton Blend,3.8,ZARA
1026,Casual Jeans,Male,Shorts,Polka Dots,White,18-24,Summer,71.04,Leather,3.2,ZARA
1027,Summer Dress,Male,Jeans,Geometric,White,35-45,Autumn,67.63,Viscose,4.6,ZARA
1028,Business Shirt,Male,Shorts,Polka Dots,Brown,35-45,Autumn,141.71,Viscose,4.1,ZARA
1029,Summer Dress,Female,Skirt,Geometric,Beige,18-24,All,57.57,Synthetic,3.2,ZARA
1030,Casual Jeans,Male,Dress,Polka Dots,Brown,35-45,Summer,73.83,Leather,3.9,ZARA
1031,Blouse,Male,Shorts,Geometric,Beige,35-45,Winter,62.27,Synthetic,4.0,ZARA
1032,Biker Jacket,Female,Shirt,Geometric,Beige,18-24,All,60.63,Leather,4.5,ZARA
1033,Beach Shirt,Male,Blouse,Plain,Brown,35-45,All,95.85,Cotton Blend,3.3,ZARA
1034,Blouse,Male,Skirt,Geometric,Brown,18-24,Autumn,115.58,Wool,3.6,ZARA
1035,Wool Jacket,Male,Skirt,Plain,Brown,25-35,Autumn,27.99,Wool,4.3,ZARA
1036,Casual Jeans,Female,Jeans,Geometric,Beige,35-45,Summer,51.7,Synthetic,3.1,ZARA
1037,Pattern Skirt,Male,Dress,Plain,White,18-24,Spring,119.51,Viscose,4.7,ZARA
1038,Beach Shirt,Male,Blouse,Geometric,White,35-45,All,143.34,Cotton Blend,4.2,ZARA
1039,Heels,Female,Shirt,Polka Dots,Beige,18-24,Autumn,88.76,Denim,3.1,ZARA
1040,Summer Dress,Male,Shorts,Geometric,Brown,18-24,Summer,128.54,Leather,3.6,ZARA
1041,Beach Shirt,Male,Shoes,Polka Dots,Beige,25-35,Winter,37.19,Wool,4.0,ZARA
1042,Biker Jacket,Male,Blouse,Geometric,White,25-35,Winter,31.6,Leather,4.6,ZARA
1043,Biker Jacket,Male,Jacket,Polka Dots,Brown,35-45,Autumn,67.97,Denim,3.0,ZARA
1044,Beach Shirt,Female,Jeans,Plain,Beige,25-35,Winter,131.65,Wool,4.4,ZARA
1045,Blouse,Male,Jacket,Plain,White,35-45,Summer,60.66,Denim,3.4,ZARA
1046,Heels,Male,Jacket,Plain,White,18-24,Autumn,129.26,Cotton,3.3,ZARA
1047,Beach Shirt,Male,Dress,Plain,White,18-24,Winter,100.13,Wool,3.5,ZARA
1048,Biker Jacket,Female,Blouse,Plain,Beige,25-35,Winter,141.05,Synthetic,4.2,ZARA
1049,Chino Shorts,Male,Shorts,Geometric,Brown,25-35,Spring,99.37,Denim,4.5,ZARA
1050,Chino Shorts,Female,Blouse,Geometric,Brown,35-45,Spring,54.62,Viscose,4.1,ZARA
1051,Business Shirt,Female,Dress,Geometric,Beige,18-24,Autumn,83.37,Wool,3.7,ZARA
1052,Business Shirt,Male,Jacket,Geometric,Beige,18-24,Summer,24.41,Wool,3.1,ZARA
1053,Pattern Skirt,Female,Shirt,Plain,White,18-24,Autumn,29.66,Cotton,3.7,ZARA
1054,Chino Shorts,Female,Jeans,Geometric,Beige,35-45,Winter,69.76,Synthetic,4.1,ZARA
1055,Beach Shirt,Female,Jacket,Geometric,Beige,25-35,Winter,56.5,Synthetic,3.6,ZARA
1056,Summer Dress,Male,Shorts,Geometric,Yellow,25-35,Winter,105.41,Denim,4.9,ZARA
1057,Pattern Skirt,Male,Skirt,Plain,White,25-35,Winter,101.63,Cotton Blend,3.1,ZARA
1058,Beach Shirt,Male,Jacket,Plain,Sky Blue,18-24,Summer,43.44,Denim,4.7,ZARA
1059,Casual Jeans,Female,Jacket,Geometric,Yellow,25-35,Winter,72.4,Denim,4.6,ZARA
1060,Biker Jacket,Male,Blouse,Plain,Sky Blue,25-35,Spring,129.2,Wool,3.4,ZARA
1061,Blouse,Male,Shirt,Geometric,Yellow,35-45,Autumn,141.73,Denim,4.4,ZARA
1062,Biker Jacket,Male,Dress,Geometric,Yellow,18-24,Winter,60.77,Denim,3.8,ZARA
1063,Business Shirt,Female,Jacket,Geometric,Yellow,35-45,All,149.66,Wool,3.8,ZARA
1064,Heels,Male,Shirt,Floral,White,18-24,Autumn,63.33,Leather,4.6,ZARA
1065,Pattern Skirt,Male,Shorts,Geometric,Yellow,25-35,Summer,149.32,Leather,3.1,ZARA
1066,Biker Jacket,Female,Blouse,Plain,Yellow,35-45,Spring,83.69,Viscose,3.7,ZARA
1067,Casual Jeans,Female,Blouse,Polka Dots,White,18-24,All,27.1,Viscose,4.7,ZARA
1068,Business Shirt,Female,Skirt,Geometric,White,35-45,Winter,142.69,Wool,3.4,ZARA
1069,Biker Jacket,Male,Blouse,Geometric,White,35-45,Winter,146.88,Denim,4.7,ZARA
1070,Beach Shirt,Male,Dress,Polka Dots,Beige,35-45,Winter,94.28,Denim,4.7,ZARA
1071,Chino Shorts,Female,Jacket,Geometric,Brown,25-35,Summer,31.7,Wool,4.2,ZARA
1072,Summer Dress,Female,Jeans,Geometric,White,25-35,Winter,86.74,Denim,3.6,ZARA
1073,Chino Shorts,Male,Shirt,Geometric,Beige,25-35,All,39.6,Synthetic,3.6,ZARA
1074,Wool Jacket,Male,Shoes,Plain,Beige,35-45,Summer,71.08,Denim,3.5,ZARA
1075,Biker Jacket,Male,Jacket,Geometric,Brown,18-24,Winter,25.48,Denim,3.8,ZARA
1076,Wool Jacket,Male,Shoes,Polka Dots,Brown,35-45,Summer,46.26,Leather,3.4,ZARA
1077,Casual Jeans,Male,Blouse,Plain,Beige,35-45,Spring,30.53,Cotton Blend,4.5,ZARA
1078,Biker Jacket,Female,Shoes,Plain,White,25-35,All,51.07,Cotton,3.7,ZARA
1079,Heels,Male,Skirt,Polka Dots,White,35-45,Winter,85.57,Denim,3.3,ZARA
1080,Summer Dress,Male,Skirt,Polka Dots,Brown,18-24,Spring,118.82,Wool,3.3,ZARA
1081,Wool Jacket,Female,Skirt,Geometric,Beige,35-45,Spring,68.28,Cotton Blend,4.4,ZARA
1082,Blouse,Female,Dress,Plain,Brown,25-35,All,28.41,Wool,4.4,ZARA
1083,Summer Dress,Female,Shorts,Geometric,White,35-45,Winter,98.59,Denim,3.2,ZARA
1084,Blouse,Male,Blouse,Polka Dots,White,35-45,Spring,76.86,Leather,4.7,ZARA
1085,Blouse,Male,Shoes,Plain,Brown,25-35,All,104.73,Viscose,4.0,ZARA
1086,Summer Dress,Female,Jeans,Geometric,Brown,18-24,Summer,64.05,Denim,4.5,ZARA
1087,Chino Shorts,Male,Shoes,Geometric,Beige,25-35,All,114.92,Synthetic,3.4,ZARA
1088,Summer Dress,Male,Blouse,Plain,Beige,35-45,Spring,77.11,Cotton,4.1,ZARA
1089,Wool Jacket,Female,Blouse,Plain,Beige,25-35,Spring,102.63,Denim,3.7,ZARA
1090,Heels,Male,Skirt,Plain,Brown,35-45,Winter,47.32,Leather,3.7,ZARA
1091,Wool Jacket,Female,Shirt,Plain,Beige,25-35,Spring,49.04,Viscose,4.5,ZARA
1092,Summer Dress,Male,Shirt,Polka Dots,Brown,18-24,Spring,108.82,Cotton,4.8,ZARA
1093,Business Shirt,Male,Blouse,Polka Dots,Beige,18-24,Winter,108.97,Cotton Blend,4.2,ZARA
1094,Casual Jeans,Male,Skirt,Polka Dots,Brown,25-35,All,134.63,Denim,3.7,ZARA
1095,Pattern Skirt,Female,Shoes,Polka Dots,Beige,18-24,All,51.73,Cotton,3.1,ZARA
1096,Wool Jacket,Female,Blouse,Polka Dots,White,35-45,Winter,108.6,Cotton,3.9,ZARA
1097,Biker Jacket,Male,Shirt,Geometric,White,35-45,Winter,80.38,Synthetic,3.9,ZARA
1098,Blouse,Female,Dress,Polka Dots,Beige,18-24,Summer,149.88,Viscose,3.9,ZARA
1099,Wool Jacket,Male,Jeans,Plain,Brown,18-24,Summer,47.18,Cotton Blend,4.1,ZARA
1100,Casual Jeans,Female,Skirt,Striped,Orange,35-45,Summer,31.9,Viscose,3.5,ZARA
1101,Heels,Male,Skirt,Striped,Orange,25-35,Summer,79.23,Synthetic,3.7,ZARA
1102,Blouse,Female,Shoes,Striped,Orange,18-24,All,94.56,Synthetic,3.6,ZARA
1103,Heels,Male,Dress,Striped,Orange,25-35,Summer,89.52,Cotton,3.7,ZARA
1104,Wool Jacket,Female,Skirt,Striped,Black,35-45,All,65.11,Wool,3.4,ZARA
1105,Beach Shirt,Female,Shorts,Plain,Black,35-45,Spring,70.36,Viscose,3.7,ZARA
1106,Chino Shorts,Female,Jeans,Striped,Orange,18-24,All,92.35,Viscose,4.3,ZARA
1107,Beach Shirt,Female,Shorts,Striped,Black,35-45,Summer,120.04,Cotton,3.0,ZARA
1108,Beach Shirt,Male,Blouse,Striped,Black,18-24,All,37.23,Synthetic,3.8,ZARA
1109,Business Shirt,Female,Shirt,Striped,Orange,25-35,Winter,76.22,Cotton,4.7,ZARA
1110,Summer Dress,Female,Skirt,Striped,Black,25-35,Autumn,63.49,Viscose,4.1,ZARA
1111,Chino Shorts,Female,Jeans,Geometric,White,18-24,All,113.19,Wool,3.2,ZARA
1112,Beach Shirt,Male,Shirt,Polka Dots,White,35-45,Autumn,138.78,Viscose,3.3,ZARA
1113,Business Shirt,Male,Shoes,Geometric,White,18-24,Winter,75.58,Leather,3.8,ZARA
1114,Blouse,Male,Shirt,Geometric,Navy Blue,25-35,Winter,36.28,Viscose,3.0,ZARA
1115,Chino Shorts,Male,Jacket,Geometric,Grey,25-35,Spring,139.63,Denim,3.6,ZARA
1116,Pattern Skirt,Female,Shoes,Plain,Navy Blue,25-35,Summer,143.09,Synthetic,4.3,ZARA
1117,Casual Jeans,Female,Shoes,Geometric,Grey,25-35,Winter,68.97,Viscose,4.5,ZARA
1118,Wool Jacket,Female,Jacket,Polka Dots,Navy Blue,35-45,Autumn,45.5,Viscose,3.5,ZARA
1119,Biker Jacket,Male,Skirt,Plain,White,35-45,Spring,128.01,Wool,3.6,ZARA
1120,Heels,Female,Jacket,Geometric,Navy Blue,25-35,All,99.84,Cotton,4.1,ZARA
1121,Blouse,Male,Shirt,Polka Dots,Grey,35-45,Spring,111.34,Viscose,4.3,ZARA
1122,Summer Dress,Female,Skirt,Geometric,Red,25-35,Summer,63.78,Viscose,4.7,ZARA
1123,Summer Dress,Male,Shoes,Plain,White,18-24,Autumn,86.36,Wool,4.6,ZARA
1124,Chino Shorts,Male,Shorts,Plain,White,35-45,All,140.75,Leather,4.9,ZARA
1125,Beach Shirt,Male,Skirt,Geometric,Green,18-24,Autumn,120.84,Leather,4.1,ZARA
1126,Business Shirt,Female,Dress,Geometric,Red,18-24,Autumn,48.85,Viscose,4.5,ZARA
1127,Summer Dress,Male,Jeans,Polka Dots,Green,18-24,All,35.1,Synthetic,3.5,ZARA
1128,Casual Jeans,Female,Skirt,Plain,White,25-35,Spring,143.13,Cotton,4.6,ZARA
1129,Beach Shirt,Male,Shorts,Geometric,Red,35-45,Spring,69.51,Cotton Blend,4.9,ZARA
1130,Chino Shorts,Female,Shoes,Polka Dots,Red,25-35,Spring,35.9,Wool,3.7,ZARA
1131,Casual Jeans,Male,Shoes,Plain,Red,18-24,Autumn,52.21,Wool,4.8,ZARA
1132,Pattern Skirt,Male,Jacket,Geometric,Green,25-35,Winter,45.36,Wool,4.1,ZARA
1133,Heels,Female,Jeans,Geometric,White,18-24,Winter,56.45,Synthetic,4.5,ZARA
1134,Heels,Male,Jeans,Plain,White,25-35,Autumn,126.66,Cotton Blend,4.3,ZARA
1135,Biker Jacket,Male,Shirt,Plain,White,35-45,Spring,121.99,Cotton,4.5,ZARA
1136,Heels,Female,Shoes,Geometric,Beige,35-45,Spring,107.52,Cotton Blend,3.0,ZARA
1137,Blouse,Female,Shirt,Plain,Beige,25-35,Summer,37.61,Cotton Blend,3.4,ZARA
1138,Wool Jacket,Male,Shoes,Geometric,White,35-45,All,108.28,Viscose,4.9,ZARA
1139,Chino Shorts,Male,Blouse,Plain,Beige,35-45,Autumn,35.92,Synthetic,3.6,ZARA
1140,Chino Shorts,Female,Shirt,Geometric,Brown,18-24,Autumn,116.35,Leather,4.1,ZARA
1141,Blouse,Female,Jeans,Polka Dots,Beige,35-45,Spring,109.52,Leather,3.0,ZARA
1142,Blouse,Male,Skirt,Plain,Brown,18-24,Summer,86.91,Leather,4.3,ZARA
1143,Casual Jeans,Female,Jeans,Polka Dots,White,18-24,Winter,142.34,Synthetic,4.5,ZARA
1144,Blouse,Male,Dress,Polka Dots,Red,35-45,All,48.98,Synthetic,4.0,ZARA
1145,Blouse,Female,Shoes,Polka Dots,Red,25-35,All,71.53,Denim,4.2,ZARA
1146,Pattern Skirt,Male,Dress,Heart,Red,25-35,Winter,142.33,Cotton Blend,3.3,ZARA
1147,Casual Jeans,Male,Shirt,Polka Dots,Red,18-24,Summer,141.78,Leather,4.0,ZARA
1148,Business Shirt,Female,Jeans,Polka Dots,Pink,18-24,Spring,35.07,Wool,3.9,ZARA
1149,Wool Jacket,Female,Dress,Plain,Red,35-45,Spring,142.39,Leather,4.1,ZARA
1150,Blouse,Male,Shoes,Polka Dots,Pink,25-35,Summer,87.16,Cotton,3.7,ZARA
1151,Business Shirt,Female,Dress,Polka Dots,Red,18-24,Spring,21.78,Cotton,3.9,ZARA
1152,Business Shirt,Male,Skirt,Polka Dots,Pink,18-24,All,23.69,Denim,3.8,ZARA
1153,Summer Dress,Male,Shoes,Heart,Pink,25-35,Winter,50.91,Viscose,3.1,ZARA
1154,Biker Jacket,Female,Blouse,Polka Dots,Pink,18-24,Spring,24.05,Viscose,4.7,ZARA
1155,Pattern Skirt,Female,Shorts,Polka Dots,White,35-45,Winter,104.07,Cotton Blend,4.5,ZARA
1156,Wool Jacket,Male,Shoes,Plain,White,18-24,All,24.14,Synthetic,3.7,ZARA
1157,Blouse,Female,Dress,Polka Dots,Brown,35-45,Autumn,102.25,Viscose,4.0,ZARA
1158,Casual Jeans,Female,Jacket,Geometric,Beige,18-24,All,71.42,Cotton Blend,3.3,ZARA
1159,Blouse,Female,Dress,Polka Dots,Brown,35-45,Summer,136.57,Viscose,3.5,ZARA
1160,Beach Shirt,Male,Dress,Geometric,Beige,18-24,Spring,53.92,Denim,4.8,ZARA
1161,Casual Jeans,Female,Shorts,Plain,Beige,25-35,Summer,121.05,Cotton,4.9,ZARA
1162,Business Shirt,Male,Skirt,Geometric,Brown,35-45,Autumn,22.68,Viscose,4.3,ZARA
1163,Business Shirt,Female,Shorts,Geometric,Brown,25-35,Spring,64.66,Denim,3.8,ZARA
1164,Wool Jacket,Female,Jeans,Polka Dots,White,35-45,Winter,146.69,Synthetic,3.7,ZARA
1165,Wool Jacket,Male,Shorts,Plain,Brown,25-35,All,44.77,Denim,3.1,ZARA
1166,Blouse,Male,Dress,Plain,Brown,18-24,Summer,41.85,Denim,3.7,ZARA
1167,Wool Jacket,Male,Shoes,Geometric,Beige,35-45,Spring,62.0,Leather,4.7,ZARA
1168,Wool Jacket,Male,Jeans,Plain,Brown,35-45,All,32.28,Cotton Blend,3.8,ZARA
1169,Wool Jacket,Male,Shoes,Polka Dots,White,25-35,Spring,101.58,Leather,4.3,ZARA
1170,Summer Dress,Male,Shorts,Plain,White,18-24,All,136.48,Synthetic,4.3,ZARA
1171,Business Shirt,Male,Blouse,Polka Dots,White,25-35,Autumn,142.75,Wool,3.7,ZARA
1172,Chino Shorts,Female,Jacket,Plain,Beige,35-45,All,147.98,Leather,4.4,ZARA
1173,Casual Jeans,Male,Blouse,Plain,White,25-35,Winter,72.86,Viscose,4.0,ZARA
1174,Beach Shirt,Female,Skirt,Plain,Beige,35-45,Spring,61.82,Wool,3.6,ZARA
1175,Beach Shirt,Male,Skirt,Polka Dots,Beige,25-35,All,45.03,Cotton,5.0,ZARA
1176,Beach Shirt,Male,Shorts,Plain,White,18-24,Summer,130.36,Denim,4.7,ZARA
1177,Biker Jacket,Male,Shorts,Plain,White,25-35,Autumn,33.05,Cotton,4.7,ZARA
1178,Heels,Female,Shoes,Plain,White,18-24,Summer,109.11,Denim,4.3,ZARA
1179,Beach Shirt,Male,Shoes,Geometric,Beige,25-35,Autumn,64.91,Viscose,3.9,ZARA
1180,Business Shirt,Male,Shoes,Geometric,Brown,35-45,All,101.08,Cotton,3.0,ZARA
1181,Pattern Skirt,Male,Shoes,Geometric,Brown,35-45,Autumn,119.61,Denim,4.1,ZARA
1182,Casual Jeans,Female,Skirt,Plain,Brown,25-35,Winter,36.91,Leather,4.9,ZARA
1183,Beach Shirt,Female,Skirt,Plain,Beige,18-24,All,104.62,Leather,4.4,ZARA
1184,Beach Shirt,Female,Blouse,Polka Dots,White,18-24,Autumn,143.73,Cotton,4.4,ZARA
1185,Biker Jacket,Male,Shorts,Geometric,Beige,35-45,Spring,69.04,Wool,4.1,ZARA
1186,Chino Shorts,Male,Shorts,Geometric,Beige,25-35,Autumn,29.9,Cotton,3.5,ZARA
1187,Wool Jacket,Male,Shoes,Plain,Brown,35-45,All,107.14,Leather,4.7,ZARA
1188,Blouse,Female,Skirt,Geometric,White,25-35,All,130.49,Wool,4.3,ZARA
1189,Casual Jeans,Female,Dress,Geometric,Sky Blue,25-35,All,86.09,Cotton Blend,3.1,ZARA
1190,Summer Dress,Male,Shorts,Floral,Yellow,25-35,Summer,123.72,Leather,4.7,ZARA
1191,Summer Dress,Female,Shirt,Plain,Yellow,35-45,Autumn,28.68,Wool,3.5,ZARA
1192,Casual Jeans,Female,Jacket,Geometric,White,25-35,Winter,69.4,Cotton Blend,4.8,ZARA
1193,Pattern Skirt,Female,Shorts,Plain,White,18-24,Summer,80.94,Viscose,3.7,ZARA
1194,Blouse,Male,Skirt,Geometric,Sky Blue,18-24,Winter,52.0,Leather,4.1,ZARA
1195,Summer Dress,Female,Blouse,Plain,Sky Blue,18-24,Winter,43.52,Cotton Blend,3.5,ZARA
1196,Pattern Skirt,Male,Shorts,Plain,Yellow,25-35,Autumn,102.06,Cotton Blend,4.0,ZARA
1197,Beach Shirt,Female,Dress,Floral,Yellow,25-35,Winter,108.69,Wool,3.6,ZARA
1198,Biker Jacket,Male,Shirt,Plain,Sky Blue,35-45,Summer,40.57,Viscose,4.3,ZARA
1199,Blouse,Male,Shorts,Polka Dots,Brown,35-45,Winter,60.46,Leather,4.0,ZARA
1200,Chino Shorts,Male,Dress,Polka Dots,White,35-45,Spring,96.35,Wool,4.1,ZARA
1201,Wool Jacket,Female,Dress,Polka Dots,Beige,18-24,All,133.45,Cotton Blend,3.6,ZARA
1202,Blouse,Female,Shoes,Plain,Beige,18-24,Spring,65.43,Cotton,3.6,ZARA
1203,Chino Shorts,Female,Blouse,Geometric,Beige,18-24,Winter,121.46,Cotton Blend,4.2,ZARA
1204,Heels,Male,Blouse,Geometric,Beige,18-24,Winter,88.88,Leather,4.2,ZARA
1205,Summer Dress,Male,Shorts,Polka Dots,Brown,35-45,All,55.97,Leather,4.8,ZARA
1206,Heels,Male,Jeans,Plain,Beige,25-35,Winter,94.32,Cotton,4.6,ZARA
1207,Summer Dress,Male,Blouse,Geometric,Brown,18-24,Winter,100.06,Leather,4.8,ZARA
1208,Biker Jacket,Female,Shoes,Geometric,White,18-24,Winter,35.77,Wool,3.2,ZARA
1209,Summer Dress,Female,Jeans,Geometric,White,18-24,Winter,51.94,Viscose,4.3,ZARA
1210,Summer Dress,Male,Jacket,Geometric,White,25-35,Spring,23.55,Denim,3.7,ZARA
1211,Chino Shorts,Female,Dress,Geometric,Beige,25-35,Winter,131.66,Cotton Blend,4.5,ZARA
1212,Summer Dress,Male,Jeans,Polka Dots,Beige,35-45,Autumn,111.79,Denim,3.6,ZARA
1213,Business Shirt,Female,Skirt,Plain,Brown,35-45,Autumn,59.12,Synthetic,4.3,ZARA
1214,Beach Shirt,Female,Jacket,Geometric,Brown,35-45,All,105.67,Viscose,4.1,ZARA
1215,Beach Shirt,Female,Shirt,Plain,Beige,25-35,All,69.63,Wool,5.0,ZARA
1216,Chino Shorts,Male,Skirt,Geometric,Brown,25-35,All,127.66,Cotton,3.7,ZARA
1217,Wool Jacket,Female,Jeans,Plain,White,25-35,Spring,99.16,Cotton,3.1,ZARA
1218,Casual Jeans,Male,Skirt,Plain,Beige,18-24,Winter,44.57,Cotton,4.0,ZARA
1219,Summer Dress,Male,Dress,Plain,White,25-35,All,110.99,Cotton Blend,3.9,ZARA
1220,Casual Jeans,Female,Shorts,Plain,White,25-35,All,54.68,Wool,4.5,ZARA
