product_id,product_name,gender,category,pattern,color,age_group,season,price,material,average_rating,brand
1221,Summer Dress,Male,Blouse,Plain,Brown,18-24,Winter,82.85,Synthetic,4.4,ZARA
1222,Beach Shirt,Female,Shoes,Plain,White,35-45,Winter,46.49,Wool,4.5,ZARA
1223,Heels,Female,Shirt,Plain,Brown,25-35,All,47.98,Wool,4.7,ZARA
1224,Beach Shirt,Female,Dress,Plain,Beige,25-35,Spring,147.19,Cotton Blend,4.1,ZARA
1225,Beach Shirt,Female,Shorts,Plain,Beige,25-35,Autumn,30.27,Viscose,4.7,ZARA
1226,Blouse,Female,Shirt,Polka Dots,Brown,35-45,Winter,146.12,Cotton Blend,3.9,ZARA
1227,Wool Jacket,Female,Skirt,Polka Dots,Brown,35-45,Autumn,62.65,Cotton Blend,4.4,ZARA
1228,Heels,Female,Shoes,Geometric,Beige,35-45,Winter,67.88,Wool,3.8,ZARA
1229,Beach Shirt,Female,Shirt,Plain,Brown,35-45,Spring,61.23,Synthetic,4.7,ZARA
1230,Casual Jeans,Female,Shorts,Polka Dots,White,18-24,Autumn,61.31,Leather,3.6,ZARA
1231,Wool Jacket,Female,Skirt,Geometric,Beige,35-45,Summer,137.54,Cotton Blend,3.5,ZARA
1232,Biker Jacket,Male,Jeans,Striped,Black,35-45,Spring,121.56,Leather,4.6,ZARA
1233,Beach Shirt,Male,Jeans,Plain,Orange,18-24,Spring,123.71,Cotton Blend,4.7,ZARA
1234,Biker Jacket,Male,Shoes,Plain,Black,18-24,Spring,71.62,Cotton,4.4,ZARA
1235,Wool Jacket,Female,Jeans,Striped,Orange,25-35,Autumn,20.8,Denim,3.5,ZARA
1236,Wool Jacket,Female,Jacket,Striped,Orange,35-45,Winter,31.9,Cotton Blend,4.7,ZARA
1237,Pattern Skirt,Male,Jacket,Striped,Orange,18-24,Autumn,48.41,Denim,4.6,ZARA
1238,Wool Jacket,Female,Dress,Striped,Black,18-24,All,127.58,Wool,3.7,ZARA
1239,Casual Jeans,Female,Blouse,Striped,Orange,35-45,Autumn,144.05,Wool,4.8,ZARA
1240,Summer Dress,Female,Shoes,Plain,Black,18-24,Autumn,86.77,Cotton Blend,3.6,ZARA
1241,Pattern Skirt,Male,Dress,Plain,Orange,18-24,Winter,45.47,Viscose,4.2,ZARA
1242,Biker Jacket,Male,Shoes,Plain,Black,18-24,Winter,39.62,Denim,4.2,ZARA
1243,Chino Shorts,Male,Skirt,Geometric,Navy Blue,18-24,Summer,36.23,Cotton Blend,4.0,ZARA
1244,Wool Jacket,Female,Jeans,Polka Dots,White,25-35,Winter,53.92,Denim,3.6,ZARA
1245,Biker Jacket,Female,Jacket,Polka Dots,Grey,18-24,Spring,59.72,Leather,3.5,ZARA
1246,Beach Shirt,Male,Jacket,Polka Dots,White,18-24,Summer,62.38,Denim,3.8,ZARA
1247,Wool Jacket,Female,Skirt,Geometric,White,18-24,Autumn,59.0,Cotton,3.1,ZARA
1248,Blouse,Female,Skirt,Geometric,Grey,18-24,Autumn,142.85,Wool,3.4,ZARA
1249,Blouse,Male,Shorts,Polka Dots,Grey,35-45,Autumn,123.73,Wool,4.2,ZARA
1250,Biker Jacket,Male,Jacket,Plain,White,25-35,Autumn,145.27,Synthetic,3.5,ZARA
1251,Wool Jacket,Male,Dress,Geometric,White,18-24,Winter,127.76,Cotton Blend,4.3,ZARA
1252,Business Shirt,Female,Shoes,Geometric,White,18-24,Spring,129.36,Wool,3.5,ZARA
1253,Wool Jacket,Male,Jeans,Plain,Navy Blue,25-35,Autumn,49.67,Viscose,4.7,ZARA
1254,Blouse,Female,Jacket,Polka Dots,White,35-45,Spring,140.89,Cotton,3.8,ZARA
1255,Heels,Female,Shorts,Geometric,Red,18-24,Spring,25.76,Synthetic,4.2,ZARA
1256,Wool Jacket,Male,Dress,Geometric,Red,25-35,Summer,129.68,Leather,4.9,ZARA
1257,Heels,Male,Blouse,Polka Dots,Green,35-45,Autumn,126.46,Synthetic,4.5,ZARA
1258,Chino Shorts,Female,Blouse,Polka Dots,Green,25-35,Winter,27.21,Denim,5.0,ZARA
1259,Beach Shirt,Male,Skirt,Geometric,Red,25-35,Winter,64.57,Denim,3.8,ZARA
1260,Wool Jacket,Male,Shoes,Geometric,White,35-45,Winter,134.46,Cotton,5.0,ZARA
1261,Casual Jeans,Female,Shirt,Geometric,Red,35-45,Autumn,43.77,Wool,3.3,ZARA
1262,Summer Dress,Female,Skirt,Geometric,Green,35-45,All,44.2,Denim,3.8,ZARA
1263,Casual Jeans,Male,Skirt,Polka Dots,Red,35-45,Autumn,75.24,Denim,3.5,ZARA
1264,Heels,Female,Dress,Geometric,Red,35-45,Spring,135.16,Cotton Blend,3.9,ZARA
1265,Blouse,Female,Shirt,Plain,White,18-24,All,78.91,Denim,4.5,ZARA
1266,Casual Jeans,Female,Skirt,Polka Dots,Beige,25-35,Winter,132.57,Cotton Blend,3.9,ZARA
1267,Pattern Skirt,Female,Blouse,Plain,Beige,25-35,Autumn,122.75,Wool,4.8,ZARA
1268,Wool Jacket,Female,Dress,Geometric,White,18-24,Winter,90.65,Synthetic,4.7,ZARA
1269,Heels,Male,Shirt,Geometric,Beige,18-24,Autumn,44.19,Cotton,4.1,ZARA
1270,Casual Jeans,Female,Skirt,Plain,Brown,35-45,Winter,105.94,Wool,3.5,ZARA
1271,Beach Shirt,Male,Skirt,Plain,White,35-45,Winter,71.01,Denim,4.6,ZARA
1272,Wool Jacket,Female,Jeans,Geometric,Brown,35-45,Spring,140.88,Synthetic,3.9,ZARA
1273,Casual Jeans,Male,Blouse,Plain,Brown,35-45,All,41.79,Cotton Blend,3.1,ZARA
1274,Pattern Skirt,Female,Shoes,Geometric,White,35-45,Summer,119.13,Viscose,4.4,ZARA
1275,Pattern Skirt,Female,Shirt,Geometric,Beige,35-45,Autumn,97.99,Wool,3.5,ZARA
1276,Beach Shirt,Male,Dress,Polka Dots,Red,25-35,All,51.45,Leather,4.3,ZARA
1277,Beach Shirt,Male,Shorts,Polka Dots,Red,18-24,Spring,37.12,Cotton,4.8,ZARA
1278,Summer Dress,Female,Jeans,Polka Dots,Red,35-45,Summer,60.86,Cotton Blend,3.8,ZARA
1279,Business Shirt,Female,Dress,Polka Dots,Red,25-35,All,47.82,Leather,3.0,ZARA
1280,Blouse,Female,Jeans,Polka Dots,Red,25-35,Autumn,23.65,Denim,4.0,ZARA
1281,Casual Jeans,Female,Dress,Plain,Pink,35-45,All,21.81,Leather,3.6,ZARA
1282,Biker Jacket,Male,Dress,Polka Dots,Pink,18-24,Spring,85.24,Denim,4.4,ZARA
1283,Business Shirt,Female,Dress,Heart,Red,35-45,Autumn,97.55,Wool,4.9,ZARA
1284,Casual Jeans,Male,Shorts,Plain,Red,25-35,Summer,74.16,Cotton Blend,4.3,ZARA
1285,Summer Dress,Female,Jacket,Heart,Red,25-35,Spring,65.22,Wool,3.8,ZARA
1286,Business Shirt,Female,Jeans,Plain,Red,25-35,All,123.63,Viscose,4.7,ZARA
1287,Wool Jacket,Female,Blouse,Plain,Beige,18-24,Autumn,25.22,Denim,4.8,ZARA
1288,Wool Jacket,Female,Skirt,Plain,Beige,35-45,Spring,139.57,Denim,4.1,ZARA
1289,Beach Shirt,Female,Jeans,Geometric,Beige,35-45,Autumn,52.77,Wool,3.5,ZARA
1290,Business Shirt,Female,Shoes,Plain,White,35-45,Spring,83.44,Viscose,4.0,ZARA
1291,Business Shirt,Male,Jacket,Geometric,Beige,25-35,Spring,123.4,Cotton Blend,3.8,ZARA
1292,Beach Shirt,Male,Shirt,Polka Dots,White,35-45,All,148.9,Cotton Blend,4.1,ZARA
1293,Casual Jeans,Female,Shoes,Geometric,Beige,18-24,Winter,73.63,Leather,4.2,ZARA
1294,Chino Shorts,Male,Skirt,Plain,White,18-24,All,52.52,Cotton,3.4,ZARA
1295,Blouse,Male,Skirt,Geometric,Beige,25-35,Summer,134.33,Wool,3.2,ZARA
1296,Pattern Skirt,Female,Jacket,Plain,Beige,35-45,Summer,82.69,Wool,4.2,ZARA
1297,Blouse,Male,Jeans,Polka Dots,White,25-35,Spring,137.67,Synthetic,3.9,ZARA
1298,Chino Shorts,Female,Jacket,Geometric,Brown,25-35,Spring,149.93,Cotton,3.6,ZARA
1299,Summer Dress,Female,Dress,Polka Dots,Beige,35-45,Spring,66.92,Cotton,3.9,ZARA
1300,Heels,Female,Blouse,Plain,Brown,18-24,All,64.85,Synthetic,4.4,ZARA
1301,Heels,Female,Blouse,Geometric,Beige,18-24,All,123.36,Cotton,3.1,ZARA
1302,Business Shirt,Male,Shirt,Geometric,Beige,25-35,Autumn,90.65,Cotton Blend,4.7,ZARA
1303,Blouse,Male,Shorts,Polka Dots,Brown,35-45,Winter,98.37,Cotton Blend,4.1,ZARA
1304,Business Shirt,Male,Shoes,Polka Dots,White,35-45,All,54.18,Denim,3.6,ZARA
1305,Business Shirt,Male,Dress,Geometric,Beige,18-24,Spring,101.3,Synthetic,4.2,ZARA
1306,Summer Dress,Male,Dress,Plain,Beige,18-24,Winter,79.6,Cotton Blend,4.1,ZARA
1307,Blouse,Female,Shorts,Geometric,Beige,35-45,Summer,142.18,Denim,4.1,ZARA
1308,Chino Shorts,Female,Shoes,Polka Dots,Beige,18-24,Spring,66.6,Leather,4.3,ZARA
1309,Casual Jeans,Female,Jeans,Polka Dots,White,35-45,Spring,41.96,Denim,4.2,ZARA
1310,Wool Jacket,Female,Skirt,Plain,Brown,35-45,Summer,20.47,Viscose,3.9,ZARA
1311,Business Shirt,Female,Skirt,Plain,White,25-35,Summer,129.27,Synthetic,4.3,ZARA
1312,Pattern Skirt,Male,Shoes,Polka Dots,White,18-24,Summer,122.92,Synthetic,3.3,ZARA
1313,Business Shirt,Female,Shirt,Geometric,Beige,18-24,All,84.11,Cotton,4.8,ZARA
1314,Chino Shorts,Male,Blouse,Geometric,White,25-35,Autumn,79.31,Cotton Blend,4.2,ZARA
1315,Summer Dress,Female,Dress,Plain,Brown,18-24,Autumn,26.16,Cotton Blend,4.7,ZARA
1316,Chino Shorts,Male,Jacket,Geometric,White,18-24,Winter,66.44,Denim,4.0,ZARA
1317,Chino Shorts,Female,Shorts,Geometric,Brown,35-45,All,29.8,Cotton Blend,4.5,ZARA
1318,Pattern Skirt,Female,Blouse,Polka Dots,Brown,18-24,Winter,47.07,Synthetic,3.9,ZARA
1319,Summer Dress,Male,Jacket,Polka Dots,Brown,25-35,Autumn,116.55,Leather,3.5,ZARA
1320,Blouse,Male,Shorts,Floral,Yellow,35-45,Summer,35.78,Viscose,4.6,ZARA
1321,Beach Shirt,Female,Shirt,Geometric,Sky Blue,25-35,Spring,99.43,Synthetic,3.8,ZARA
1322,Summer Dress,Female,Blouse,Floral,Sky Blue,18-24,Spring,145.08,Synthetic,4.4,ZARA
1323,Chino Shorts,Female,Jeans,Floral,Yellow,35-45,Autumn,34.62,Cotton Blend,4.9,ZARA
1324,Chino Shorts,Male,Blouse,Geometric,White,25-35,Spring,109.5,Viscose,4.8,ZARA
1325,Pattern Skirt,Female,Dress,Floral,Sky Blue,35-45,Spring,64.8,Leather,3.4,ZARA
1326,Chino Shorts,Female,Jeans,Plain,White,18-24,Winter,99.08,Cotton Blend,4.0,ZARA
1327,Pattern Skirt,Female,Jeans,Plain,White,18-24,Spring,30.66,Viscose,5.0,ZARA
1328,Casual Jeans,Male,Jeans,Floral,Yellow,18-24,All,40.83,Denim,3.8,ZARA
1329,Blouse,Female,Jeans,Floral,Yellow,25-35,Autumn,132.92,Cotton Blend,3.5,ZARA
1330,Wool Jacket,Female,Jeans,Floral,Sky Blue,18-24,Winter,82.57,Denim,3.5,ZARA
1331,Biker Jacket,Male,Shirt,Geometric,White,18-24,Winter,62.53,Synthetic,4.4,ZARA
1332,Summer Dress,Male,Blouse,Polka Dots,Beige,18-24,Winter,125.06,Cotton Blend,4.4,ZARA
1333,Heels,Male,Shorts,Plain,Brown,25-35,Autumn,121.47,Cotton,3.4,ZARA
1334,Biker Jacket,Male,Skirt,Geometric,Brown,18-24,All,74.01,Cotton,3.1,ZARA
1335,Heels,Male,Skirt,Polka Dots,Brown,18-24,Winter,108.09,Viscose,4.2,ZARA
1336,Summer Dress,Male,Dress,Polka Dots,Beige,35-45,Spring,71.1,Cotton,3.6,ZARA
1337,Biker Jacket,Female,Jacket,Geometric,Brown,18-24,All,93.03,Denim,3.9,ZARA
1338,Summer Dress,Female,Jeans,Polka Dots,White,35-45,Winter,22.22,Leather,3.2,ZARA
1339,Business Shirt,Male,Shirt,Geometric,Beige,18-24,Spring,58.79,Synthetic,3.2,ZARA
1340,Heels,Female,Dress,Plain,Brown,18-24,Spring,132.53,Leather,4.3,ZARA
1341,Chino Shorts,Female,Jeans,Geometric,White,35-45,All,99.2,Cotton,4.2,ZARA
1342,Business Shirt,Female,Jacket,Plain,Beige,18-24,Winter,110.22,Denim,4.8,ZARA
1343,Casual Jeans,Male,Shirt,Geometric,Beige,18-24,Summer,74.02,Wool,3.2,ZARA
1344,Chino Shorts,Female,Blouse,Geometric,White,18-24,All,32.0,Leather,3.4,ZARA
1345,Wool Jacket,Male,Shirt,Polka Dots,Brown,18-24,Autumn,138.1,Cotton Blend,4.2,ZARA
1346,Chino Shorts,Male,Dress,Geometric,Brown,35-45,All,116.27,Wool,4.3,ZARA
1347,Heels,Female,Shorts,Polka Dots,Beige,25-35,Autumn,110.13,Denim,3.4,ZARA
1348,Chino Shorts,Male,Jacket,Geometric,Brown,25-35,Autumn,130.9,Viscose,5.0,ZARA
1349,Pattern Skirt,Female,Jeans,Plain,Brown,25-35,Winter,106.93,Denim,3.5,ZARA
1350,Chino Shorts,Male,Jeans,Plain,Brown,18-24,All,135.47,Cotton Blend,4.1,ZARA
1351,Wool Jacket,Male,Shirt,Plain,Beige,35-45,Winter,78.8,Cotton,3.1,ZARA
1352,Wool Jacket,Female,Shorts,Geometric,Beige,25-35,All,29.65,Viscose,4.6,ZARA
1353,Wool Jacket,Male,Shirt,Polka Dots,White,35-45,Autumn,120.88,Synthetic,4.3,ZARA
1354,Casual Jeans,Male,Skirt,Geometric,White,25-35,All,98.55,Denim,4.9,ZARA
1355,Summer Dress,Female,Shorts,Plain,Beige,18-24,Summer,92.21,Synthetic,3.2,ZARA
1356,Summer Dress,Female,Shorts,Geometric,Beige,35-45,Summer,121.72,Wool,3.2,ZARA
1357,Pattern Skirt,Female,Shorts,Geometric,Beige,18-24,Spring,108.21,Cotton Blend,3.5,ZARA
1358,Pattern Skirt,Female,Skirt,Polka Dots,Beige,25-35,Autumn,146.25,Denim,3.9,ZARA
1359,Blouse,Female,Shirt,Plain,White,18-24,Winter,64.93,Wool,3.4,ZARA
1360,Beach Shirt,Male,Shoes,Polka Dots,Brown,35-45,Summer,134.78,Synthetic,4.2,ZARA
1361,Beach Shirt,Female,Dress,Geometric,Beige,35-45,Summer,76.48,Cotton,4.4,ZARA
1362,Summer Dress,Female,Shorts,Geometric,White,18-24,All,108.44,Synthetic,4.3,ZARA
1363,Heels,Male,Dress,Polka Dots,Brown,35-45,Spring,84.47,Cotton Blend,3.1,ZARA
1364,Beach Shirt,Female,Shoes,Plain,Orange,18-24,Autumn,87.73,Leather,4.3,ZARA
1365,Wool Jacket,Female,Shirt,Plain,Orange,35-45,All,142.56,Denim,3.9,ZARA
1366,Heels,Male,Shorts,Striped,Black,25-35,Spring,55.19,Wool,3.4,ZARA
1367,Pattern Skirt,Female,Shirt,Striped,Orange,25-35,All,69.87,Denim,4.6,ZARA
1368,Business Shirt,Male,Shirt,Striped,Black,18-24,Summer,94.24,Leather,4.7,ZARA
1369,Beach Shirt,Female,Shoes,Striped,Orange,35-45,All,38.17,Denim,3.7,ZARA
1370,Chino Shorts,Female,Shirt,Striped,Black,18-24,Winter,34.47,Cotton Blend,4.6,ZARA
1371,Casual Jeans,Female,Blouse,Striped,Orange,18-24,Winter,95.19,Leather,4.9,ZARA
1372,Biker Jacket,Male,Shirt,Striped,Orange,35-45,Spring,74.25,Denim,4.7,ZARA
1373,Heels,Male,Dress,Striped,Black,18-24,Winter,108.42,Wool,3.5,ZARA
1374,Blouse,Male,Shirt,Plain,Black,25-35,Spring,64.78,Leather,3.8,ZARA
1375,Biker Jacket,Male,Jacket,Plain,Navy Blue,25-35,Summer,127.76,Cotton Blend,4.6,ZARA
1376,Summer Dress,Female,Shoes,Geometric,Navy Blue,18-24,Spring,57.45,Leather,4.8,ZARA
1377,Biker Jacket,Male,Shirt,Polka Dots,Grey,18-24,Spring,106.5,Synthetic,3.2,ZARA
1378,Summer Dress,Female,Shirt,Geometric,Navy Blue,35-45,Spring,103.44,Cotton Blend,4.3,ZARA
1379,Blouse,Female,Dress,Polka Dots,White,25-35,All,35.6,Leather,4.4,ZARA
1380,Biker Jacket,Male,Blouse,Polka Dots,White,18-24,Spring,81.62,Leather,4.8,ZARA
1381,Blouse,Male,Jeans,Geometric,Grey,25-35,All,100.54,Cotton Blend,3.3,ZARA
1382,Pattern Skirt,Male,Blouse,Geometric,Grey,35-45,Summer,123.72,Leather,4.7,ZARA
1383,Chino Shorts,Male,Skirt,Polka Dots,Grey,18-24,All,147.91,Wool,4.5,ZARA
1384,Chino Shorts,Male,Shorts,Geometric,Navy Blue,18-24,Spring,144.37,Synthetic,4.2,ZARA
1385,Heels,Female,Skirt,Geometric,Grey,35-45,Spring,86.88,Wool,4.2,ZARA
1386,Summer Dress,Male,Skirt,Polka Dots,Red,18-24,Winter,53.58,Leather,4.0,ZARA
1387,Summer Dress,Female,Skirt,Geometric,White,18-24,All,34.03,Leather,3.1,ZARA
1388,Business Shirt,Male,Skirt,Geometric,White,18-24,Autumn,53.93,Wool,4.0,ZARA
1389,Casual Jeans,Female,Blouse,Plain,White,18-24,All,100.93,Cotton,4.4,ZARA
1390,Business Shirt,Female,Jacket,Plain,Red,25-35,Summer,146.17,Cotton Blend,4.8,ZARA
1391,Chino Shorts,Female,Dress,Geometric,Red,25-35,All,104.69,Wool,4.9,ZARA
1392,Chino Shorts,Female,Jeans,Plain,Red,35-45,Winter,134.44,Synthetic,3.7,ZARA
1393,Wool Jacket,Male,Jacket,Geometric,White,35-45,Summer,91.87,Wool,3.7,ZARA
1394,Blouse,Male,Blouse,Geometric,Green,25-35,Winter,80.54,Viscose,4.1,ZARA
1395,Blouse,Male,Shirt,Plain,Red,35-45,Summer,57.66,Cotton Blend,4.9,ZARA
1396,Wool Jacket,Female,Shorts,Plain,Red,35-45,Autumn,86.91,Denim,3.0,ZARA
1397,Heels,Male,Dress,Polka Dots,Brown,35-45,Spring,112.68,Cotton,4.2,ZARA
1398,Summer Dress,Female,Shorts,Polka Dots,Brown,35-45,Winter,138.97,Denim,4.2,ZARA
1399,Wool Jacket,Female,Shoes,Plain,Brown,18-24,Winter,124.67,Cotton Blend,4.5,ZARA
1400,Blouse,Female,Dress,Plain,Beige,18-24,Spring,56.19,Cotton Blend,4.5,ZARA
1401,Blouse,Male,Jacket,Geometric,Brown,35-45,All,91.5,Viscose,4.1,ZARA
1402,Chino Shorts,Male,Shorts,Polka Dots,Brown,25-35,All,93.4,Synthetic,3.3,ZARA
1403,Business Shirt,Female,Skirt,Plain,White,18-24,Spring,146.87,Cotton,4.5,ZARA
1404,Business Shirt,Female,Skirt,Plain,White,25-35,Summer,139.13,Denim,4.5,ZARA
1405,Chino Shorts,Female,Blouse,Plain,Brown,18-24,Autumn,72.96,Viscose,3.1,ZARA
1406,Beach Shirt,Male,Blouse,Plain,Brown,18-24,All,40.8,Viscose,4.7,ZARA
1407,Summer Dress,Male,Skirt,Geometric,White,25-35,Autumn,34.39,Cotton Blend,4.0,ZARA
1408,Wool Jacket,Female,Shorts,Heart,Red,18-24,Spring,149.5,Synthetic,3.4,ZARA
1409,Beach Shirt,Male,Jacket,Heart,Pink,25-35,Winter,43.96,Wool,4.1,ZARA
1410,Summer Dress,Male,Blouse,Plain,Pink,35-45,Summer,69.66,Wool,4.3,ZARA
1411,Blouse,Female,Shorts,Polka Dots,Pink,25-35,Spring,43.5,Leather,3.9,ZARA
1412,Pattern Skirt,Male,Shoes,Plain,Pink,25-35,All,116.24,Cotton,3.6,ZARA
1413,Beach Shirt,Male,Dress,Polka Dots,Red,18-24,Summer,77.61,Leather,3.9,ZARA
1414,Beach Shirt,Male,Blouse,Heart,Pink,25-35,All,135.85,Wool,5.0,ZARA
1415,Wool Jacket,Male,Dress,Heart,Red,18-24,Winter,120.86,Leather,3.8,ZARA
1416,Pattern Skirt,Female,Shoes,Plain,Pink,18-24,All,28.27,Denim,4.5,ZARA
1417,Casual Jeans,Male,Shorts,Heart,Red,35-45,Winter,126.91,Cotton Blend,3.7,ZARA
1418,Heels,Female,Skirt,Plain,Pink,18-24,Winter,111.59,Cotton Blend,3.6,ZARA
1419,Summer Dress,Female,Skirt,Plain,Brown,25-35,Autumn,97.87,Viscose,4.0,ZARA
1420,Summer Dress,Female,Jacket,Geometric,Brown,25-35,Summer,42.59,Cotton,3.9,ZARA
1421,Beach Shirt,Female,Jacket,Polka Dots,Brown,35-45,All,135.93,Cotton,4.3,ZARA
1422,Chino Shorts,Female,Shoes,Polka Dots,White,35-45,Summer,82.07,Cotton,4.2,ZARA
1423,Business Shirt,Female,Dress,Geometric,Beige,18-24,Autumn,135.4,Denim,4.5,ZARA
1424,Beach Shirt,Female,Jacket,Polka Dots,Brown,18-24,Autumn,88.69,Denim,4.1,ZARA
1425,Blouse,Male,Shirt,Geometric,Beige,35-45,Autumn,88.43,Leather,5.0,ZARA
1426,Casual Jeans,Female,Shoes,Polka Dots,Brown,18-24,Summer,66.51,Cotton Blend,3.2,ZARA
1427,Blouse,Male,Shirt,Plain,White,25-35,Summer,65.13,Viscose,4.5,ZARA
1428,Business Shirt,Male,Skirt,Plain,Beige,25-35,Spring,51.93,Denim,3.1,ZARA
1429,Biker Jacket,Female,Skirt,Plain,Brown,18-24,Spring,130.06,Wool,3.4,ZARA
1430,Beach Shirt,Male,Skirt,Geometric,Beige,35-45,Autumn,104.3,Synthetic,4.1,ZARA
1431,Biker Jacket,Male,Blouse,Geometric,White,25-35,All,140.88,Cotton,4.2,ZARA
1432,Chino Shorts,Female,Blouse,Plain,White,25-35,Autumn,82.62,Wool,3.3,ZARA
1433,Summer Dress,Male,Shoes,Plain,White,35-45,All,57.29,Viscose,4.9,ZARA
1434,Beach Shirt,Male,Shoes,Geometric,Brown,25-35,Spring,79.07,Denim,3.8,ZARA
1435,Biker Jacket,Female,Blouse,Polka Dots,Brown,25-35,Spring,138.91,Cotton Blend,4.9,ZARA
1436,Summer Dress,Male,Skirt,Plain,Brown,25-35,Winter,23.37,Denim,3.6,ZARA
1437,Casual Jeans,Female,Blouse,Plain,White,18-24,Summer,104.61,Viscose,4.6,ZARA
1438,Pattern Skirt,Female,Shoes,Plain,Brown,18-24,Spring,135.97,Leather,4.8,ZARA
1439,Summer Dress,Male,Blouse,Geometric,White,35-45,Spring,119.28,Cotton Blend,4.2,ZARA
